,0,1,title,paper_type,cite_number,award,names
45,-6.9598823,-49.70927,The structure of the information visualization design space,1,0.0,1,S.K. Card;J. Mackinlay
46,-43.36774,12.92685,Fast and memory efficient polygonal simplification,1,0.0,0,P. Lindstrom;G. Turk
47,16.741173,-24.081562,Participatory Visualization with Wordle,0,0.0,0,Fernanda B. Viegas;Martin Wattenberg;Jonathan Feinberg
48,51.275158,-18.267878,Visualizing time-series on spirals,1,0.0,0,M. Weber;M. Alexa;W. Muller
49,-4.139934,6.865409,A Taxonomy of Clutter Reduction for Information Visualisation,0,2.0,0,Geoffrey Ellis;Alan Dix
50,39.521126,-2.136459,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,1,0.0,0,M. Ghoniem;J.-D. Fekete;P. Castagliola
51,16.534315,13.44802,The contour spectrum,1,0.0,0,C.L. Bajaj;V. Pascucci;D.R. Schikore
52,-26.438643,-15.19785,VisTrails: enabling interactive multiple-view visualizations,1,1.0,0,L. Bavoil;S.P. Callahan;P.J. Crossno;J. Freire;C.E. Scheidegger;C.T. Silva;H.T. Vo
53,-22.150824,-31.699741,Network Visualization by Semantic Substrates,0,1.0,0,Ben Shneiderman;Aleks Aris
54,2.844457,20.109638,Stacked Graphs - Geometry & Aesthetics,0,0.0,1,Lee Byron;Martin Wattenberg
55,2.751878,4.6693587,Application-controlled demand paging for out-of-core visualization,1,0.0,0,M. Cox;D. Ellsworth
56,9.946715,-19.618082,A problem-oriented classification of visualization techniques,1,0.0,0,S. Wehrend;C. Lewis
57,7.5627575,-17.25484,The InfoVis Toolkit,1,0.0,0,J.-D. Fekete
58,-33.19854,-38.170563,Casual Information Visualization: Depictions of Data in Everyday Life,0,1.0,0,Zachary Pousman;John Stasko;Michael Mateas
59,34.32447,-17.025938,An evaluation of reconstruction filters for volume rendering,1,0.0,1,S.R. Marschner;R.J. Lobb
60,-0.516052,-50.08511,SensePlace2: GeoTwitter analytics support for situational awareness,1,1.0,0,Alan M. MacEachren;Anuj Jaiswal;Anthony C. Robinson;Scott Pezanowski;Alexander Savelyev;Prasenjit Mitra;Xiao Zhang;Justine Blanford
61,9.160065,-22.27888,The value of visualization,1,1.0,1,J.J. van Wijk
62,-13.373464,-16.162485,TextFlow: Towards Better Understanding of Evolving Topics in Text,0,1.0,0,Weiwei Cui;Shixia Liu;Li Tan;Conglei Shi;Yangqiu Song;Zekai Gao;Huamin Qu;Xin Tong
63,-8.101948,46.8385,Volume illustration: non-photorealistic rendering of volume models,1,1.0,1,D. Ebert;P. Rheingans
64,-31.610607,-35.13187,Interactive data visualization using focusing and linking,1,1.0,0,A. Buja;J.A. McDonald;J. Michalak;W. Stuetzle
65,-1.6115385,-3.7021034,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,1,0.0,0,Wei Peng;M.O. Ward;E.A. Rundensteiner
66,-8.892912,-14.287102,Effectiveness of Animation in Trend Visualization,0,0.0,1,George Robertson;Roland Fernandez;Danyel Fisher;Bongshin Lee;John Stasko
67,-26.116564,-14.0639515,Protovis: A Graphical Toolkit for Visualization,0,1.0,0,Michael Bostock;Jeffrey Heer
68,3.5931747,-23.687248,A Multi-Level Typology of Abstract Visualization Tasks,0,2.0,0,Matthew Brehmer;Tamara Munzner
69,-14.803909,-3.7723851,Exploring N-dimensional databases,1,0.0,0,J. LeBlanc;M.O. Ward;N. Wittels
70,-9.352005,16.112707,Visualization of large terrains made easy,1,0.0,0,P. Lindstrom;V. Pascucci
71,27.270412,-3.57056,Geometry-Based Edge Clustering for Graph Visualization,0,0.0,0,Weiwei Cui;Hong Zhou;Huamin Qu;Pak Chung Wong;Xiaoming Li
72,-15.917904,22.419619,Cushion treemaps: visualization of hierarchical information,1,0.0,0,J.J. Van Wijk;H. Van de Wetering
73,8.628804,-13.102951,"The Word Tree, an Interactive Visual Concordance",0,0.0,0,Martin Wattenberg;Fernanda B. Viégas
74,11.940007,51.41322,Optimizing triangle strips for fast rendering,1,0.0,0,F. Evans;S. Skiena;A. Varshney
75,-17.45449,-44.78606,Design Considerations for Collaborative Visual Analytics,1,2.0,0,Jeffrey Heer;Maneesh Agrawala
76,52.107887,-18.633373,High Dimensional Brushing for Interactive Exploration of Multivariate Data,1,0.0,1,A.R. Martin;M.O. Ward
77,5.4745393,11.651792,Similarity clustering of dimensions for an enhanced visualization of multidimensional data,1,1.0,0,M. Ankerst;S. Berchtold;D.A. Keim
78,51.102673,-20.22427,Animated exploration of dynamic graphs with radial layout,1,0.0,0,Ka-Ping Yee;D. Fisher;R. Dhamija;M. Hearst
79,5.381484,26.511324,Flow map layout,1,0.0,0,Doantam Phan;Ling Xiao;R. Yeh;P. Hanrahan
80,20.950186,48.27655,Geometric surface smoothing via anisotropic diffusion of normals,1,1.0,0,T. Tasdizen;R. Whitaker;P. Burchard;S. Osher
81,-0.49177945,7.4853096,Recursive pattern: a technique for visualizing very large amounts of data,1,1.0,0,D.A. Keim;H.-P. Kriegel;M. Ankerst
82,-9.701474,35.58652,Multiresolution Techniques for Interactive Texture-based Volume Visualization,1,0.0,0,E. LaMar;B. Hamann;K.I. Joy
83,30.206968,1.8495513,Techniques for non-linear magnification transformations,1,0.0,0,T.A. Keahey;E.L. Robertson
84,39.96771,25.011015,A tool for visualizing the topology of three-dimensional vector fields,1,1.0,0,A. Globus;C. Levit;T. Lasinski
85,-9.537608,4.662207,DNA visual and analytic data mining,1,0.0,0,P. Hoffman;G. Grinstein;K. Marx;I. Grosse;E. Stanley
86,-11.383113,2.219361,Fast and Efficient Compression of Floating-Point Data,0,1.0,0,Peter Lindstrom;Martin Isenburg
87,7.2206345,22.118212,Optimized geometry compression for real-time rendering,1,0.0,0,M.M. Chow
88,-34.658474,-10.817358,ASK-graphView: a large scale graph visualization system,0,0.0,0,James Abello;Frank Van Ham;Neeraj Krishnan
89,-13.227003,-49.214474,MatrixExplorer: a Dual-Representation System to Explore Social Networks,0,1.0,0,Nathalie Henry;Jean-daniel Fekete
90,-2.3208396,15.724994,Interactive information visualization of a million items,1,0.0,0,J.-D. Fekete;C. Plaisant
91,19.665339,47.359776,Octree-based decimation of marching cubes surfaces,1,0.0,0,R. Shekhar;E. Fayyad;R. Yagel;J.F. Cornhill
92,3.8491862,-43.469368,"Graphical Histories for Visualization: Supporting Analysis, Communication, and Evaluation",0,1.0,0,Jeffrey Heer;Jock Mackinlay;Chris Stolte;Maneesh Agrawala
93,-18.84753,-25.224178,Generation of Transfer Functions with Stochastic Search Technique,1,0.0,0,Taosong He;Lichan Hong;A. Kaufman;H. Pfister
94,4.680172,0.9475553,Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations,0,0.0,0,Christopher Collins;Gerald Penn;Sheelagh Carpendale
95,35.918007,1.5839303,Tensorlines: Advection-Diffusion based Propagation through Diffusion Tensor Fields,1,0.0,0,D. Weinstein;G. Kindlmann;E. Lundberg
96,-26.72645,-14.091671,The Design and Implementation of an Object-Oriented Toolkit for 3D Graphics and Visualization,1,0.0,0,W.J. Schroeder;K.M. Martin;W.E. Lorensen
97,13.904905,44.214504,Mesh reduction with error control,1,0.0,0,R. Klein;G. Liebich;W. Strasser
98,-7.6156235,-19.83794,Enterprise Data Analysis and Visualization: An Interview Study,0,1.0,1,Sean Kandel;Andreas Paepcke;Joseph M. Hellerstein;Jeffrey Heer
99,28.72672,43.411827,Constructing stream surfaces in steady 3D vector fields,1,0.0,0,J.P.M. Hultquist
100,31.938433,7.2167497,Choosing effective colours for data visualization,1,0.0,0,C.G. Healey
101,16.521631,51.302544,Evolutionary morphing,1,0.0,0,D.F. Wiley;N. Amenta;D.A. Alcantara;D. Ghosh;Y.J. Kil;E. Delson;W. Harcourt-Smith;F.J. Rohlf;K. St John;B. Hamann
102,33.28273,7.868019,Arc diagrams: visualizing structure in strings,1,0.0,0,M. Wattenberg
103,51.338486,-18.895494,Ordered treemap layouts,1,0.0,0,B. Shneiderman;M. Wattenberg
104,7.7139926,-26.71202,IVEE: an Information Visualization and Exploration Environment,1,0.0,0,C. Ahlberg;E. Wistrand
105,13.492652,19.940079,Parallel Tag Clouds to explore and analyze faceted text corpora,1,1.0,1,Christopher Collins;Fernanda B. Viegas;Martin Wattenberg
106,-37.71605,9.01125,Multidimensional detective,1,0.0,0,A. Inselberg
107,-35.02987,-13.260855,PixelFlex: a reconfigurable multi-projector display system,1,1.0,0,Ruigang Yang;D. Gotz;J. Hensley;H. Towles;M.S. Brown
108,-16.118698,-3.5948637,Angular brushing of extended parallel coordinates,1,0.0,0,H. Hauser;F. Ledermann;H. Doleisch
109,1.4788477,24.660685,Interactive rendering of large volume data sets,1,1.0,0,S. Guthe;M. Wand;J. Gonser;W. Strasser
110,-40.909153,14.877928,Virtualized reality: constructing time-varying virtual worlds from real world events,1,0.0,0,P. Rander;P.J. Narayanan;T. Kanade
111,51.68149,-17.664927,Progressive Compression of Arbitrary Triangular Meshes,1,1.0,0,
112,-22.352365,-30.079933,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,0,0.0,0,Wesley Willett;Jeffrey Heer;Maneesh Agrawala
113,31.805477,3.1140788,Bounded-distortion piecewise mesh parameterization,1,0.0,0,O. Sorkine;D. Cohen-Or;R. Goldenthal;D. Lischinski
114,6.47475,-22.802397,What Makes a Visualization Memorable?,0,1.0,0,Michelle A. Borkin;Azalea A. Vo;Zoya Bylinskii;Phillip Isola;Shashank Sunkavalli;Aude Oliva;Hanspeter Pfister
115,-16.967655,24.022001,CPR - curved planar reformation,1,0.0,0,A. Kanitsar;D. Fleischmann;R. Wegenkittl;P. Felkel;E. Groller
116,-15.289191,-39.255295,Multiscale Visualization of Small World Networks,1,0.0,0,D. Auber;Y. Chiricota;F. Jourdan;G. Melancon
117,-19.09988,16.812183,Balancing Systematic and Flexible Exploration of Social Networks,0,1.0,0,Adam Perer;Ben Shneiderman
118,-21.186129,35.144176,Importance-Driven Focus of Attention,0,0.0,0,Ivan Viola;Miquel Feixas;Mateu Sbert;Meister Eduard Groller
119,-5.838216,-27.642944,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,0,1.0,0,Jo Wood;Jason Dykes;Aidan Slingsby;Keith Clarke
120,28.293455,-2.9576743,Graph-theoretic scagnostics,1,1.0,0,L. Wilkinson;A. Anand;R. Grossman
121,-23.650442,-24.08319,A rule-based tool for assisting colormap selection,1,0.0,0,L.D. Bergman;B.E. Rogowitz;L.A. Treinish
122,-13.382537,42.583717,VolumeShop: an interactive system for direct volume illustration,1,0.0,0,S. Bruckner;M.E. Groller
123,-47.86438,7.5044656,Rethinking Visualization: A High-Level Taxonomy,1,0.0,0,M. Tory;T. Moller
124,10.038197,-25.086351,An operator interaction framework for visualization systems,1,1.0,1,Ed Huai-Hsin Chi;J.T. Riedl
125,-28.910212,-38.187202,Does animation help users build mental maps of spatial information?,1,0.0,0,B.B. Bederson;A. Boltman
126,38.06286,23.99773,Nonlinear magnification fields,1,0.0,0,T.A. Keahey;E.L. Robertson
127,-15.401738,19.900084,Importance-driven volume rendering,1,0.0,0,I. Viola;A. Kanitsar;M.E. Groller
128,-0.23363596,-47.108807,A Visual Backchannel for Large-Scale Events,0,1.0,0,Marian Dörk;Daniel Gruen;Carey Williamson;Sheelagh Carpendale
129,6.2872467,20.736712,A linear iteration time layout algorithm for visualising high-dimensional data,1,0.0,0,M. Chalmers
130,-22.671947,-20.719461,Building Highly-Coordinated Visualizations in Improvise,1,0.0,0,C. Weaver
131,-34.848404,-10.034833,Virtual GIS: a real-time 3D geographic information system,1,0.0,0,D. Koller;P. Lindstrom;W. Ribarsky;L.F. Hodges;N. Faust;G. Turner
132,11.404176,39.23863,Scalable alignment of large-format multi-projector displays using camera homography trees,1,0.0,0,Han Chen;R. Sukthankar;G. Wallace;Kai Li
133,1.1822008,-45.387913,Diamonds in the rough: Social media visual analytics for journalistic inquiry,1,0.0,0,Nicholas Diakopoulos;Mor Naaman;Funda Kivran-Swaine
134,-33.11464,7.3756776,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,0,2.0,0,Jibonananda Sanyal;Song Zhang;Jamie Dyer;Andrew Mercer;Philip Amburn;Robert Moorhead
135,11.239249,6.5945745,Interactive visualization of 3D-vector fields using illuminated stream lines,1,0.0,1,M. Zockler;D. Stalling;H.-C. Hege
136,-35.112625,-17.65592,Visual Traffic Jam Analysis Based on Trajectory Data,0,2.0,0,Zuchao Wang;Min Lu;Xiaoru Yuan;Junping Zhang;Huub van de Wetering
137,-6.833007,-49.133644,Software Design Patterns for Information Visualization,0,0.0,0,Jeffrey Heer;Maneesh Agrawala
138,-21.859829,-28.440441,"""Search, Show Context, Expand on Demand"": Supporting Large Graph Exploration with Degree-of-Interest",0,0.0,0,Frank van Ham;Adam Perer
139,3.9430878,-18.326984,Outlier-Preserving Focus+Context Visualization in Parallel Coordinates,0,0.0,0,Matej Novotny;Helwig Hauser
140,-32.151524,-11.5639105,A distributed graphics system for large tiled displays,1,0.0,0,G. Humphreys;P. Hanrahan
141,16.816666,15.781015,Stacking-Based Visualization of Trajectory Attribute Data,0,1.0,0,Christian Tominski;Heidrun Schumann;Gennady Andrienko;Natalia Andrienko
142,14.723513,26.389473,A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,1,0.0,0,H.-W. Shen;L.-J. Chiang;K.-L. Ma
143,1.1871617,-0.8771515,A contract based system for large data visualization,1,0.0,0,H. Childs;E. Brugger;K. Bonnell;J. Meredith;M. Miller;B. Whitlock;N. Max
144,6.597981,-20.909523,VisLink: Revealing Relationships Amongst Visualizations,0,0.0,0,Christopher Collins;Sheelagh Carpendale
145,-2.48827,4.587871,Interactive visual clustering of large collections of trajectories,1,0.0,0,Gennady Andrienko;Natalia Andrienko;Salvatore Rinzivillo;Mirco Nanni;Dino Pedreschi;Fosca Giannotti
146,-24.870008,-35.37117,Visage: a user interface environment for exploring information,1,0.0,1,S.F. Roth;P. Lucas;J.A. Senn;C.C. Gomberg;M.B. Burks;P.J. Stroffolino;A.J. Kolojechick;C. Dunmire
147,38.313732,21.551615,"The ""Parallel Vectors"" operator-a vector field visualization primitive",1,0.0,0,R. Peikert;M. Roth
148,2.725991,38.49568,Hardware-accelerated volume and isosurface rendering based on cell-projection,1,1.0,0,S. Rottger;M. Kraus;T. Ertl
149,-18.442217,22.920174,Interactive Visualization of Small World Graphs,1,1.0,0,F. van Ham;J.J. van Wijk
150,-10.147874,9.44542,Using deformations for browsing volumetric data,1,0.0,0,M.J. McGuffin;L. Tancau;R. Balakrishnan
151,-13.066503,17.142384,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,0,1.0,0,Diansheng Guo
152,-6.6618867,29.989948,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,1,1.0,0,Junghoon Chae;Dennis Thom;Harald Bosch;Yun Jang;Ross Maciejewski;David S. Ebert;Thomas Ertl
153,-29.047915,-42.755043,The information mural: a technique for displaying and navigating large information spaces,1,0.0,0,D.F. Jerding;J.T. Stasko
154,22.527657,19.773607,GeoTime Information Visualization,1,0.0,0,T. Kapler;W. Wright
155,0.5437345,22.744135,Streaming meshes,1,0.0,0,M. Isenburg;P. Lindstrom
156,-28.754848,-41.619755,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,0,1.0,0,Marian Dörk;Sheelagh Carpendale;Christopher Collins;Carey Williamson
157,3.7850082,-32.387413,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,0,1.0,0,Kanit Wongsuphasawat;Dominik Moritz;Anushka Anand;Jock Mackinlay;Bill Howe;Jeffrey Heer
158,34.526333,-14.388433,The virtual windtunnel: An environment for the exploration of three-dimensional unsteady flows,1,0.0,1,S. Bryson;C. Levit
159,11.442441,39.009327,Discretized Marching Cubes,1,0.0,0,C. Montani;R. Scateni;R. Scopigno
160,7.3305125,36.560112,Isosurfacing in span space with utmost efficiency (ISSUE),1,0.0,0,Han-Wei Shen;C.D. Hansen;Y. Livnat;C.R. Johnson
161,6.414899,-24.274426,Visualization Rhetoric: Framing Effects in Narrative Visualization,0,2.0,0,Jessica Hullman;Nick Diakopoulos
162,-11.130166,33.790237,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,1,0.0,0,M. Hadwiger;C. Berger;H. Hauser
163,13.257799,18.69101,Graphical Perception of Multiple Time Series,0,0.0,0,Waqas Javed;Bryan McDonnel;Niklas Elmqvist
164,-8.616883,18.605017,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,0,1.0,1,Lauro Lins;James T. Klosowski;Carlos Scheidegger
165,25.814774,-25.819195,Temporal Event Sequence Simplification,0,1.0,1,Megan Monroe;Rongjian Lan;Hanseung Lee;Catherine Plaisant;Ben Shneiderman
166,-2.4175818,47.827053,Simplifying flexible isosurfaces using local geometric measures,1,0.0,1,H. Carr;J. Snoeyink;M. van de Panne
167,-30.10661,17.699684,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,0,2.0,0,Enrico Bertini;Andrada Tatu;Daniel Keim
168,-23.561909,-29.89721,InfoCrystal: A visual tool for information retrieval,1,0.0,0,A. Spoerri
169,-9.77227,-35.37288,Interactive visualization of complex plant ecosystems,1,0.0,0,O. Deussen;C. Colditz;M. Stamminger;G. Drettakis
170,-9.391352,-5.7013607,Spatio-temporal aggregation for visual analysis of movements,1,0.0,0,Gennady Andrienko;Natalia Andrienko
171,33.93693,-9.190815,View selection for volume rendering,1,0.0,0,U.D. Bordoloi;H.-W. Shen
172,-41.000687,-15.894567,Dynamic Shadow Removal from Front Projection Displays,1,0.0,0,C. Jaynes;S. Webb;R.M. Steele;M. Brown;W.B. Seales
173,-0.8910387,18.805119,Thread Arcs: an email thread visualization,1,0.0,0,B. Kerr
174,0.4611489,-29.679302,Visualizing Multivalued Data from 2D Incompressible Flows Using Concepts from Painting,1,1.0,0,R.M. Kirby;H. Marmanis;D.H. Laidlaw
175,30.422077,-23.87036,TOPIC ISLANDS TM - a wavelet-based text visualization system,1,0.0,0,N.E. Miller;P.C. Wong;M. Brewster;H. Foote
176,13.237028,14.062547,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,0,0.0,0,Christoph Garth;Florian Gerhardt;Xavier Tricoche;Hagen Hans
177,30.815388,19.054132,Size-based Transfer Functions: A New Volume Exploration Technique,0,1.0,0,Carlos Correa;Kwan-Liu Ma
178,3.7819998,-25.885908,How Information Visualization Novices Construct Visualizations,0,1.0,0,Lars Grammel;Melanie Tory;Margaret-Anne Storey
179,0.59830844,3.8833883,Uncovering Clusters in Crowded Parallel Coordinates Visualizations,1,0.0,0,A.O. Artero;M.C.F. de Oliveira;H. Levkowitz
180,-11.817664,-27.035772,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",1,0.0,0,Jing Yang;Wei Peng;M.O. Ward;E.A. Rundensteiner
181,20.647076,-22.949867,SparkClouds: Visualizing Trends in Tag Clouds,0,0.0,0,Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;Sheelash Carpendale
182,17.730461,-36.349182,A Systematic Review on the Practice of Evaluating Visualization,0,2.0,0,Tobias Isenberg;Petra Isenberg;Jian Chen;Michael Sedlmair;Torsten Möller
183,32.370663,3.5729346,Visualizing diffusion tensor images of the mouse spinal cord,1,0.0,0,D.H. Laidlaw;E.T. Ahrens;D. Kremers;M.J. Avalos;R.E. Jacobs;C. Readhead
184,11.773164,-16.914314,LineUp: Visual Analysis of Multi-Attribute Rankings,0,1.0,1,Samuel Gratzl;Alexander Lex;Nils Gehlenborg;Hanspeter Pfister;Marc Streit
185,3.8486023,-10.472004,UTOPIAN: User-Driven Topic Modeling Based on Interactive Nonnegative Matrix Factorization,0,1.0,0,Jaegul Choo;Changhyun Lee;Chandan K. Reddy;Haesun Park
186,-15.014884,20.108246,Interactive out-of-core isosurface extraction,1,0.0,0,Y.-J. Chiang;C.T. Silva;W.J. Schroeder
187,4.0580516,-36.777424,Visualizing association rules for text mining,1,0.0,0,Pak Chung Wong;P. Whitney;J. Thomas
188,23.053293,47.53565,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,1,1.0,0,H. Theisel;T. Weinkauf;H.-C. Hege;H.-P. Seidel
189,0.9110208,40.076984,Hardware-based ray casting for tetrahedral meshes,1,0.0,0,M. Weiler;M. Kraus;M. Merz;T. Ertl
190,28.59469,-11.927328,Evaluation of fiber clustering methods for diffusion tensor imaging,1,0.0,0,B. Moberts;A. Vilanova;J.J. van Wijk
191,20.450924,51.646324,Semi-regular mesh extraction from volumes,1,2.0,0,Z.J. Wood;M. Desbrun;P. Schroder;D. Breen
192,-28.451086,-18.758337,Interactive Sankey diagrams,1,0.0,0,P. Riehmann;M. Hanfler;B. Froehlich
193,41.468307,18.446857,Efficient Visualization of Lagrangian Coherent Structures by filtered AMR Ridge Extraction,0,1.0,0,Filip Sadlo;Ronald Peikert
194,-2.6407387,4.8553004,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,0,1.0,0,Attila Gyulassy;Peer-Timo Bremer;Bernd Hamann;Valerio Pascucci
195,1.2421212,22.483673,Geometric optimization,1,0.0,0,P. Hinker;C. Hansen
196,-19.447645,-13.547563,OpinionSeer: Interactive Visualization of Hotel Customer Feedback,0,1.0,0,Yingcai Wu;Furu Wei;Shixia Liu;Norman Au;Weiwei Cui;Hong Zhou;Huamin Qu
